"","Seed","FilledRows","Deviation","Model","Condition","PromptLength","CondPrompt"
"930","seed_30_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"931","seed_31_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"932","seed_32_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"933","seed_33_all",195,-5,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"934","seed_34_all",203,3,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"935","seed_35_all",201,1,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"936","seed_36_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"937","seed_37_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"938","seed_38_all",207,7,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"939","seed_39_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"940","seed_40_all",198,-2,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"941","seed_41_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"942","seed_42_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"943","seed_43_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"944","seed_44_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"945","seed_45_all",201,1,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"946","seed_46_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"947","seed_47_all",243,43,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"948","seed_48_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"949","seed_49_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"950","seed_50_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"951","seed_51_all",211,11,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"952","seed_52_all",201,1,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"953","seed_53_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"954","seed_54_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"955","seed_55_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"956","seed_56_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"957","seed_57_all",241,41,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"958","seed_58_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"959","seed_59_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"960","seed_60_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"961","seed_61_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"962","seed_62_all",201,1,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"963","seed_63_all",201,1,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"964","seed_64_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"965","seed_65_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"966","seed_66_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"967","seed_67_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"968","seed_68_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"969","seed_69_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"970","seed_70_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"971","seed_71_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"972","seed_72_all",239,39,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"973","seed_73_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"974","seed_74_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"975","seed_75_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"976","seed_76_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"977","seed_77_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"978","seed_78_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"979","seed_79_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"980","seed_80_all",199,-1,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"981","seed_81_all",223,23,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"982","seed_82_all",226,26,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"983","seed_83_all",234,34,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"984","seed_84_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"985","seed_85_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"986","seed_86_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"987","seed_87_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"988","seed_88_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"989","seed_89_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"990","seed_90_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"991","seed_91_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"992","seed_92_all",202,2,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"993","seed_93_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"994","seed_94_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"995","seed_95_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"996","seed_96_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"997","seed_97_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"998","seed_98_all",209,9,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"999","seed_99_all",199,-1,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"1000","seed_100_all",205,5,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"1001","seed_1_all",194,-6,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1002","seed_2_all",212,12,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1003","seed_3_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1004","seed_4_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1005","seed_5_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1006","seed_6_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1007","seed_7_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1008","seed_8_all",195,-5,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1009","seed_9_all",206,6,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1010","seed_10_all",204,4,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1011","seed_11_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1012","seed_12_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1013","seed_13_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1014","seed_14_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1015","seed_15_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1016","seed_16_all",199,-1,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1017","seed_17_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1018","seed_18_all",216,16,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1019","seed_19_all",207,7,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1020","seed_20_all",195,-5,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1021","seed_21_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1022","seed_22_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1023","seed_23_all",196,-4,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1024","seed_24_all",203,3,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1025","seed_25_all",212,12,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1026","seed_26_all",198,-2,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1027","seed_27_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1028","seed_28_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1029","seed_29_all",203,3,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1030","seed_30_all",190,-10,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1031","seed_31_all",208,8,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1032","seed_32_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1033","seed_33_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1034","seed_34_all",191,-9,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1035","seed_35_all",199,-1,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1036","seed_36_all",202,2,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1037","seed_37_all",197,-3,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1038","seed_38_all",207,7,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1039","seed_39_all",205,5,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1040","seed_40_all",194,-6,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1041","seed_41_all",210,10,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1042","seed_42_all",207,7,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1043","seed_43_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1044","seed_44_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1045","seed_45_all",218,18,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1046","seed_46_all",207,7,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1047","seed_47_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1048","seed_48_all",193,-7,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1049","seed_49_all",210,10,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1050","seed_50_all",208,8,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1051","seed_51_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1052","seed_52_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1053","seed_53_all",204,4,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1054","seed_54_all",197,-3,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1055","seed_55_all",220,20,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1056","seed_56_all",197,-3,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1057","seed_57_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1058","seed_58_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1059","seed_59_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1060","seed_60_all",195,-5,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1061","seed_61_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1062","seed_62_all",210,10,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1063","seed_63_all",206,6,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1064","seed_64_all",197,-3,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1065","seed_65_all",206,6,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1066","seed_66_all",185,-15,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1067","seed_67_all",204,4,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1068","seed_68_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1069","seed_69_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1070","seed_70_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1071","seed_71_all",210,10,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1072","seed_72_all",212,12,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1073","seed_73_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1074","seed_74_all",203,3,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1075","seed_75_all",220,20,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1076","seed_76_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1077","seed_77_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1078","seed_78_all",205,5,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1079","seed_79_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1080","seed_80_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1081","seed_81_all",199,-1,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1082","seed_82_all",215,15,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1083","seed_83_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1084","seed_84_all",199,-1,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1085","seed_85_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1086","seed_86_all",207,7,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1087","seed_87_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1088","seed_88_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1089","seed_89_all",199,-1,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1090","seed_90_all",208,8,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1091","seed_91_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1092","seed_92_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1093","seed_93_all",198,-2,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1094","seed_94_all",199,-1,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1095","seed_95_all",201,1,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1096","seed_96_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1097","seed_97_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1098","seed_98_all",200,0,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1099","seed_99_all",208,8,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1100","seed_100_all",199,-1,"Claude Opus4","KD/MIS-C","Short","KD/MIS-C · Short"
"1101","seed_1_all",19,-181,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1102","seed_2_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1103","seed_3_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1104","seed_4_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1105","seed_5_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1106","seed_6_all",222,22,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1107","seed_7_all",138,-62,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1108","seed_8_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1109","seed_9_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1110","seed_10_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1111","seed_11_all",207,7,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1112","seed_12_all",101,-99,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1113","seed_13_all",205,5,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1114","seed_14_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1115","seed_15_all",18,-182,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1116","seed_16_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1117","seed_17_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1118","seed_18_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1119","seed_19_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1120","seed_20_all",26,-174,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1121","seed_21_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1122","seed_22_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1123","seed_23_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1124","seed_24_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1125","seed_25_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1126","seed_26_all",58,-142,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1127","seed_27_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1128","seed_28_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1129","seed_29_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1130","seed_30_all",242,42,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1131","seed_31_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1132","seed_32_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1133","seed_33_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1134","seed_34_all",191,-9,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1135","seed_35_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1136","seed_36_all",198,-2,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1137","seed_37_all",204,4,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1138","seed_38_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1139","seed_39_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1140","seed_40_all",5,-195,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1141","seed_41_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1142","seed_42_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1143","seed_43_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1144","seed_44_all",400,200,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1145","seed_45_all",211,11,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1146","seed_46_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1147","seed_47_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1148","seed_48_all",42,-158,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1149","seed_49_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1150","seed_50_all",27,-173,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1151","seed_51_all",59,-141,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1152","seed_52_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1153","seed_53_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1154","seed_54_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1155","seed_55_all",13,-187,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1156","seed_56_all",16,-184,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1157","seed_57_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1158","seed_58_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1159","seed_59_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1160","seed_60_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1161","seed_61_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1162","seed_62_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1163","seed_63_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1164","seed_64_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1165","seed_65_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1166","seed_66_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1167","seed_67_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1168","seed_68_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1169","seed_69_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1170","seed_70_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1171","seed_71_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1172","seed_72_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1173","seed_73_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1174","seed_74_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1175","seed_75_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1176","seed_76_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1177","seed_77_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1178","seed_78_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1179","seed_79_all",40,-160,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1180","seed_80_all",20,-180,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1181","seed_81_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1182","seed_82_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1183","seed_83_all",156,-44,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1184","seed_84_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1185","seed_85_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1186","seed_86_all",266,66,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1187","seed_87_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1188","seed_88_all",22,-178,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1189","seed_89_all",34,-166,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1190","seed_90_all",219,19,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1191","seed_91_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1192","seed_92_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1193","seed_93_all",220,20,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1194","seed_94_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1195","seed_95_all",194,-6,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1196","seed_96_all",13,-187,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1197","seed_97_all",185,-15,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1198","seed_98_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1199","seed_99_all",94,-106,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1200","seed_100_all",25,-175,"Gemini 2.5 Pro","KD/MIS-C","Short","KD/MIS-C · Short"
"1201","seed_1_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1202","seed_2_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
